rosbagTimestamp,linear,x,y,z,angular,x,y,z
2303167000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303214000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303259000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303304000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303351000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303396000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303442000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303488000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303534000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303578000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303624000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303671000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303716000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303761000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303808000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303853000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303897000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303942000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2303988000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304034000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304077000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304123000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304168000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304214000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304257000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304302000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304346000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304391000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304436000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304479000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304523000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304569000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304615000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304660000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304704000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304751000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304797000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304846000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304894000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304941000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2304990000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305037000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305085000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305133000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305180000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305228000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305275000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305323000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305370000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305418000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305466000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305514000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305556000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305600000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305646000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305693000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305739000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305786000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305834000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305880000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305928000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2305975000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2306022000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2306070000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2306118000000,,2.0,0.0,0.0,,0.0,0.0,0.0
2306166000000,,2.0,0.0,0.0,,0.0,0.0,0.0
