rosbagTimestamp,linear,x,y,z,angular,x,y,z
2133263000000,,0.0,0.0,0.0,,0.0,0.0,0.0
2133263000000,,0.0,0.0,0.0,,0.0,0.0,0.0
2133303000000,,0.0,0.0,0.0,,0.0,0.0,0.0
2133311000000,,0.0284880101681,0.0,0.0,,0.0,0.0,0.0
2133327000000,,0.36877617836,0.0,0.0,,0.0,0.0,0.0
2133343000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133383000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133424000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133466000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133506000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133547000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133588000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133629000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133670000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133712000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133753000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133783000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133823000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133863000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133903000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133940000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2133978000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134019000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134061000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134103000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134144000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134187000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134229000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134272000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134315000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134358000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134402000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134443000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134484000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134527000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134570000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134613000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134657000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134700000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134743000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134783000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134824000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134866000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134908000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134951000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2134993000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135035000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135077000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135120000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135162000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135203000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135243000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135284000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135325000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135367000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135409000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135452000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135494000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135534000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135576000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135617000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135657000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135698000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135739000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135780000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135811000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135854000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135898000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135942000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2135983000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136026000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136070000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136114000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136148000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136187000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136225000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136263000000,,0.4,0.0,0.0,,0.0,0.0,0.0
2136303000000,,0.4,0.0,0.0,,0.0,0.0,0.0
